Country,Year,BirthRate
"Venezuela, RB",1967,40.1
Virgin Islands (U.S.),1967,40.1
Vietnam,1967,42.977
Vanuatu,1967,44.63
World,1967,44.63
Samoa,1967,42.331
"Yemen, Rep.",1967,55.31
South Africa,1967,38.734
Zambia,1967,49.195
Zimbabwe,1967,47.614
Aruba,1968,25.518
Afghanistan,1968,52.006
Angola,1968,52.984
Albania,1968,34.421
Netherlands Antilles,1968,22.23
Arab World,1968,22.23
United Arab Emirates,1968,37.906
Argentina,1968,22.527
Armenia,1968,24.565
American Samoa,1968,24.565
Antigua and Barbuda,1968,24.565
Australia,1968,20.1
Austria,1968,17.1
Azerbaijan,1968,32.033
Burundi,1968,44.321
Belgium,1968,14.8
Benin,1968,46.069
Burkina Faso,1968,47.343
Bangladesh,1968,46.991
Bulgaria,1968,16.9
Bahrain,1968,42.491
"Bahamas, The",1968,32.264
Bosnia and Herzegovina,1968,24.708
Belarus,1968,24.708
Belize,1968,40.375
Bermuda,1968,40.375
Bolivia,1968,45.557
Brazil,1968,36.642
Barbados,1968,23.597
Brunei Darussalam,1968,37.064
Bhutan,1968,47.158
Botswana,1968,46.009
Central African Republic,1968,43.405
Canada,1968,17.6
Switzerland,1968,17.3
Channel Islands,1968,15.604
Chile,1968,31.118
China,1968,35.59
Cote d'Ivoire,1968,52.955
Cameroon,1968,44.686
"Congo, Rep.",1968,43.146
Colombia,1968,39.938
Comoros,1968,46.752
Cape Verde,1968,42.226
Costa Rica,1968,35.628
Cuba,1968,31.591
Cayman Islands,1968,31.591
Cyprus,1968,20.562
Czech Republic,1968,20.562
Germany,1968,20.562
Djibouti,1968,50.039
Dominica,1968,50.039
Denmark,1968,15.3
Dominican Republic,1968,44.268
Algeria,1968,48.962
East Asia & Pacific (developing only),1968,48.962
East Asia & Pacific (all income levels),1968,48.962
Europe & Central Asia (developing only),1968,48.962
Europe & Central Asia (all income levels),1968,48.962
Ecuador,1968,42.594
"Egypt, Arab Rep.",1968,41.409
Euro area,1968,41.409
Eritrea,1968,47.428
Spain,1968,20.1
Estonia,1968,20.1
Ethiopia,1968,47.591
European Union,1968,47.591
Finland,1968,15.9
Fiji,1968,35.915
France,1968,16.7
Faeroe Islands,1968,16.7
"Micronesia, Fed. Sts.",1968,41.705
Gabon,1968,32.801
United Kingdom,1968,17.2
Georgia,1968,19.579
Ghana,1968,47.452
Gibraltar,1968,47.452
Guinea,1968,48.938
"Gambia, The",1968,48.77
Guinea-Bissau,1968,39.576
Equatorial Guinea,1968,40.206
Greece,1968,18.2
Grenada,1968,29.206
Greenland,1968,29.206
Guatemala,1968,44.614
Guam,1968,32.252
Guyana,1968,39.801
High income,1968,39.801
"Hong Kong SAR, China",1968,21.7
Honduras,1968,48.084
Heavily indebted poor countries (HIPC),1968,48.084
Croatia,1968,48.084
Haiti,1968,40.288
Hungary,1968,15.1
Indonesia,1968,41.873
India,1968,41.873
Ireland,1968,20.9
"Iran, Islamic Rep.",1968,44.242
Iraq,1968,45.651
Iceland,1968,21.0
Israel,1968,24.9
Italy,1968,17.6
Jamaica,1968,17.6
Jordan,1968,52.556
Japan,1968,18.7
Kazakhstan,1968,18.7
Kenya,1968,50.667
Kyrgyz Republic,1968,50.667
Cambodia,1968,43.637
Kiribati,1968,43.637
St. Kitts and Nevis,1968,43.637
"Korea, Rep.",1968,43.637
Kosovo,1968,43.637
Kuwait,1968,48.899
Latin America & Caribbean (developing only),1968,48.899
Lao PDR,1968,42.728
Lebanon,1968,34.311
Liberia,1968,49.151
Libya,1968,49.509
St. Lucia,1968,49.509
Latin America & Caribbean (all income levels),1968,49.509
Least developed countries: UN classification,1968,49.509
Low income,1968,49.509
Liechtenstein,1968,49.509
Sri Lanka,1968,49.509
Lower middle income,1968,49.509
Low & middle income,1968,49.509
Lesotho,1968,42.609
Lithuania,1968,42.609
Luxembourg,1968,14.0
Latvia,1968,14.0
"Macao SAR, China",1968,20.99
Morocco,1968,48.18
Monaco,1968,48.18
Moldova,1968,19.127
Madagascar,1968,47.989
Maldives,1968,39.788
Middle East & North Africa (all income levels),1968,39.788
Mexico,1968,43.763
Marshall Islands,1968,43.763
Middle income,1968,43.763
"Macedonia, FYR",1968,25.407
Mali,1968,48.179
Malta,1968,16.1
Myanmar,1968,39.974
Middle East & North Africa (developing only),1968,39.974
Montenegro,1968,11.08
Mongolia,1968,42.35
Northern Mariana Islands,1968,42.35
Mozambique,1968,47.872
Mauritania,1968,47.832
Mauritius,1968,31.6
Malawi,1968,55.896
Malaysia,1968,38.273
Mayotte,1968,46.834
North America,1968,46.834
Namibia,1968,42.723
New Caledonia,1968,42.723
Niger,1968,57.658
Nigeria,1968,47.099
Nicaragua,1968,46.274
Netherlands,1968,18.6
High income: nonOECD,1968,18.6
Norway,1968,17.6
Nepal,1968,43.905
New Zealand,1968,22.7
High income: OECD,1968,22.7
OECD members,1968,22.7
Oman,1968,50.021
Pakistan,1968,42.741
Panama,1968,38.701
Peru,1968,43.308
Philippines,1968,41.212
Palau,1968,41.212
Papua New Guinea,1968,41.863
Poland,1968,16.2
Puerto Rico,1968,25.5
"Korea, Dem. Rep.",1968,36.131
Portugal,1968,21.4
Paraguay,1968,38.829
French Polynesia,1968,42.869
Qatar,1968,36.218
Russian Federation,1968,36.218
Rwanda,1968,52.627
South Asia,1968,52.627
Saudi Arabia,1968,48.145
Sudan,1968,46.191
Senegal,1968,50.808
Singapore,1968,24.5
Solomon Islands,1968,44.492
Sierra Leone,1968,46.488
El Salvador,1968,44.253
San Marino,1968,44.253
Somalia,1968,50.662
Serbia,1968,50.662
Sub-Saharan Africa (developing only),1968,50.662
Sub-Saharan Africa (all income levels),1968,50.662
Sao Tome and Principe,1968,48.9
Suriname,1968,39.579
Slovak Republic,1968,39.579
Slovenia,1968,16.8
Sweden,1968,14.3
Swaziland,1968,49.031
Seychelles,1968,49.031
Syrian Arab Republic,1968,47.355
Turks and Caicos Islands,1968,47.355
Chad,1968,45.817
Togo,1968,48.18
Thailand,1968,39.095
Tajikistan,1968,40.874
Turkmenistan,1968,38.199
Tonga,1968,39.632
Trinidad and Tobago,1968,28.774
Tunisia,1968,28.774
Turkey,1968,39.995
Tuvalu,1968,39.995
Tanzania,1968,48.638
Uganda,1968,48.892
Ukraine,1968,48.892
Upper middle income,1968,48.892
Uruguay,1968,19.2
United States,1968,17.6
Uzbekistan,1968,17.6
St. Vincent and the Grenadines,1968,42.021
"Venezuela, RB",1968,42.021
Virgin Islands (U.S.),1968,42.021
Vietnam,1968,42.161
Vanuatu,1968,44.11
World,1968,44.11
Samoa,1968,41.27
"Yemen, Rep.",1968,55.53
South Africa,1968,38.317
Zambia,1968,49.175
Zimbabwe,1968,47.536
Aruba,1969,24.492
Afghanistan,1969,51.92
Angola,1969,52.668
Albania,1969,33.655
Netherlands Antilles,1969,21.472
Arab World,1969,21.472
United Arab Emirates,1969,36.743
Argentina,1969,22.564
Armenia,1969,23.504
American Samoa,1969,23.504
Antigua and Barbuda,1969,23.504
Australia,1969,20.4
Austria,1969,16.4
Azerbaijan,1969,30.388
Burundi,1969,44.192
Belgium,1969,14.8
Benin,1969,46.184
Burkina Faso,1969,47.278
Bangladesh,1969,47.014
Bulgaria,1969,17.0
Bahrain,1969,41.036
"Bahamas, The",1969,31.353
Bosnia and Herzegovina,1969,23.725
Belarus,1969,23.725
Belize,1969,40.247
Bermuda,1969,40.247
Bolivia,1969,45.589
Brazil,1969,35.773
Barbados,1969,22.812
Brunei Darussalam,1969,36.46
Bhutan,1969,47.014
Botswana,1969,45.884
Central African Republic,1969,43.264
Canada,1969,17.6
Switzerland,1969,16.7
Channel Islands,1969,14.971
Chile,1969,30.093
China,1969,34.11
Cote d'Ivoire,1969,52.809
Cameroon,1969,44.813
"Congo, Rep.",1969,43.14
Colombia,1969,38.769
Comoros,1969,46.646
Cape Verde,1969,41.288
Costa Rica,1969,34.106
Cuba,1969,30.522
Cayman Islands,1969,30.522
Cyprus,1969,19.78
Czech Republic,1969,19.78
Germany,1969,19.78
Djibouti,1969,49.606
Dominica,1969,49.606
Denmark,1969,14.6
Dominican Republic,1969,43.165
Algeria,1969,48.756
East Asia & Pacific (developing only),1969,48.756
East Asia & Pacific (all income levels),1969,48.756
Europe & Central Asia (developing only),1969,48.756
Europe & Central Asia (all income levels),1969,48.756
Ecuador,1969,42.202
"Egypt, Arab Rep.",1969,40.871
Euro area,1969,40.871
Eritrea,1969,47.141
Spain,1969,19.9
Estonia,1969,19.9
Ethiopia,1969,47.438
European Union,1969,47.438
Finland,1969,14.6
Fiji,1969,34.927
France,1969,16.8
Faeroe Islands,1969,16.8
"Micronesia, Fed. Sts.",1969,41.389
Gabon,1969,33.299
United Kingdom,1969,16.6
Georgia,1969,19.154
Ghana,1969,47.274
Gibraltar,1969,47.274
Guinea,1969,48.871
"Gambia, The",1969,48.715
Guinea-Bissau,1969,42.486
Equatorial Guinea,1969,39.709
Greece,1969,17.4
Grenada,1969,28.381
Greenland,1969,28.381
Guatemala,1969,44.43
Guam,1969,31.883
Guyana,1969,38.989
High income,1969,38.989
"Hong Kong SAR, China",1969,21.3
Honduras,1969,47.66
Heavily indebted poor countries (HIPC),1969,47.66
Croatia,1969,47.66
Haiti,1969,39.66
Hungary,1969,15.0
Indonesia,1969,41.341
India,1969,41.341
Ireland,1969,21.5
"Iran, Islamic Rep.",1969,43.829
Iraq,1969,45.519
Iceland,1969,20.8
Israel,1969,25.6
Italy,1969,17.5
Jamaica,1969,17.5
Jordan,1969,52.146
Japan,1969,18.5
Kazakhstan,1969,18.5
Kenya,1969,50.696
Kyrgyz Republic,1969,50.696
Cambodia,1969,43.053
Kiribati,1969,43.053
St. Kitts and Nevis,1969,43.053
"Korea, Rep.",1969,43.053
Kosovo,1969,43.053
Kuwait,1969,48.532
Latin America & Caribbean (developing only),1969,48.532
Lao PDR,1969,42.815
Lebanon,1969,33.644
Liberia,1969,47.96
Libya,1969,49.49
St. Lucia,1969,49.49
Latin America & Caribbean (all income levels),1969,49.49
Least developed countries: UN classification,1969,49.49
Low income,1969,49.49
Liechtenstein,1969,49.49
Sri Lanka,1969,49.49
Lower middle income,1969,49.49
Low & middle income,1969,49.49
Lesotho,1969,42.678
Lithuania,1969,42.678
Luxembourg,1969,13.3
Latvia,1969,13.3
"Macao SAR, China",1969,20.104
Morocco,1969,47.74
Monaco,1969,47.74
Moldova,1969,18.659
Madagascar,1969,48.051
Maldives,1969,39.826
Middle East & North Africa (all income levels),1969,39.826
Mexico,1969,43.637
Marshall Islands,1969,43.637
Middle income,1969,43.637
"Macedonia, FYR",1969,24.725
Mali,1969,47.969
Malta,1969,15.8
Myanmar,1969,39.821
Middle East & North Africa (developing only),1969,39.821
Montenegro,1969,10.747
Mongolia,1969,42.182
Northern Mariana Islands,1969,42.182
Mozambique,1969,47.721
Mauritania,1969,47.515
Mauritius,1969,27.7
Malawi,1969,56.085
Malaysia,1969,37.446
Mayotte,1969,47.385
North America,1969,47.385
Namibia,1969,43.035
New Caledonia,1969,43.035
Niger,1969,57.518
Nigeria,1969,47.208
Nicaragua,1969,46.222
Netherlands,1969,19.2
High income: nonOECD,1969,19.2
Norway,1969,17.6
Nepal,1969,43.772
New Zealand,1969,22.3
High income: OECD,1969,22.3
OECD members,1969,22.3
Oman,1969,49.945
Pakistan,1969,43.117
Panama,1969,38.139
Peru,1969,42.669
Philippines,1969,40.773
Palau,1969,40.773
Papua New Guinea,1969,41.828
Poland,1969,16.3
Puerto Rico,1969,24.9
"Korea, Dem. Rep.",1969,35.652
Portugal,1969,20.9
Paraguay,1969,38.099
French Polynesia,1969,41.704
Qatar,1969,35.094
Russian Federation,1969,35.094
Rwanda,1969,52.588
South Asia,1969,52.588
Saudi Arabia,1969,48.034
Sudan,1969,46.164
Senegal,1969,50.897
Singapore,1969,22.8
Solomon Islands,1969,45.075
Sierra Leone,1969,46.429
El Salvador,1969,43.658
San Marino,1969,43.658
Somalia,1969,50.597
Serbia,1969,50.597
Sub-Saharan Africa (developing only),1969,50.597
Sub-Saharan Africa (all income levels),1969,50.597
Sao Tome and Principe,1969,47.895
Suriname,1969,38.474
Slovak Republic,1969,38.474
Slovenia,1969,16.3
Sweden,1969,13.5
Swaziland,1969,49.189
Seychelles,1969,49.189
Syrian Arab Republic,1969,47.214
Turks and Caicos Islands,1969,47.214
Chad,1969,46.064
Togo,1969,48.318
Thailand,1969,38.089
Tajikistan,1969,40.135
Turkmenistan,1969,37.565
Tonga,1969,38.232
Trinidad and Tobago,1969,27.729
Tunisia,1969,27.729
Turkey,1969,39.45
Tuvalu,1969,39.45
Tanzania,1969,48.499
Uganda,1969,48.815
Ukraine,1969,48.815
Upper middle income,1969,48.815
Uruguay,1969,20.3
United States,1969,17.9
Uzbekistan,1969,17.9
St. Vincent and the Grenadines,1969,41.211
"Venezuela, RB",1969,41.211
Virgin Islands (U.S.),1969,41.211
Vietnam,1969,41.359
Vanuatu,1969,43.648
World,1969,43.648
Samoa,1969,40.297
"Yemen, Rep.",1969,55.749
South Africa,1969,38.025
Zambia,1969,49.097
Zimbabwe,1969,47.496
Aruba,1970,23.669
Afghanistan,1970,51.816
Angola,1970,52.376
Albania,1970,32.947
Netherlands Antilles,1970,20.925
Arab World,1970,45.16096897
United Arab Emirates,1970,35.606
Argentina,1970,22.687
Armenia,1970,22.767
American Samoa,1970,22.767
Antigua and Barbuda,1970,26.2
Australia,1970,20.6
Austria,1970,15.1
Azerbaijan,1970,28.914
Burundi,1970,44.081
Belgium,1970,14.8
Benin,1970,46.265
Burkina Faso,1970,47.227
Bangladesh,1970,47.053
Bulgaria,1970,16.3
Bahrain,1970,39.562
"Bahamas, The",1970,30.592
Bosnia and Herzegovina,1970,22.868
Belarus,1970,17.46
Belize,1970,40.176
Bermuda,1970,20.3
Bolivia,1970,45.566
Brazil,1970,35.034
Barbados,1970,22.119
Brunei Darussalam,1970,35.964
Bhutan,1970,46.856
Botswana,1970,45.761
Central African Republic,1970,43.114
Canada,1970,17.4
Switzerland,1970,15.8
Channel Islands,1970,14.343
Chile,1970,29.169
China,1970,33.43
Cote d'Ivoire,1970,52.635
Cameroon,1970,44.934
"Congo, Rep.",1970,43.117
Colombia,1970,37.57
Comoros,1970,46.604
Cape Verde,1970,40.433
Costa Rica,1970,32.796
Cuba,1970,29.405
Cayman Islands,1970,29.405
Cyprus,1970,19.108
Czech Republic,1970,15.96
Germany,1970,13.5
Djibouti,1970,49.122
Dominica,1970,25.8
Denmark,1970,14.4
Dominican Republic,1970,42.078
Algeria,1970,48.559
East Asia & Pacific (developing only),1970,35.12656256
East Asia & Pacific (all income levels),1970,33.37509997
Europe & Central Asia (developing only),1970,33.37509997
Europe & Central Asia (all income levels),1970,18.62217252
Ecuador,1970,41.781
"Egypt, Arab Rep.",1970,40.381
Euro area,1970,16.30211904
Eritrea,1970,46.845
Spain,1970,19.6
Estonia,1970,15.22
Ethiopia,1970,47.269
European Union,1970,16.42492836
Finland,1970,14.0
Fiji,1970,34.07
France,1970,16.8
Faeroe Islands,1970,16.8
"Micronesia, Fed. Sts.",1970,41.014
Gabon,1970,33.855
United Kingdom,1970,16.2
Georgia,1970,18.843
Ghana,1970,47.046
Gibraltar,1970,47.046
Guinea,1970,48.808
"Gambia, The",1970,48.635
Guinea-Bissau,1970,45.965
Equatorial Guinea,1970,38.999
Greece,1970,16.5
Grenada,1970,28.05
Greenland,1970,28.05
Guatemala,1970,44.277
Guam,1970,31.652
Guyana,1970,38.002
High income,1970,18.35319983
"Hong Kong SAR, China",1970,20.0
Honduras,1970,47.197
Heavily indebted poor countries (HIPC),1970,47.96824464
Croatia,1970,15.336
Haiti,1970,39.114
Hungary,1970,14.7
Indonesia,1970,40.766
India,1970,41.1
Ireland,1970,21.8
"Iran, Islamic Rep.",1970,43.416
Iraq,1970,45.167
Iceland,1970,19.7
Israel,1970,26.1
Italy,1970,16.8
Jamaica,1970,34.42
Jordan,1970,51.645
Japan,1970,18.7
Kazakhstan,1970,18.7
Kenya,1970,50.733
Kyrgyz Republic,1970,50.733
Cambodia,1970,42.247
Kiribati,1970,42.247
St. Kitts and Nevis,1970,25.8
"Korea, Rep.",1970,31.2
Kosovo,1970,31.2
Kuwait,1970,47.767
Latin America & Caribbean (developing only),1970,36.57254952
Lao PDR,1970,42.882
Lebanon,1970,33.014
Liberia,1970,46.866
Libya,1970,49.419
St. Lucia,1970,41.2
Latin America & Caribbean (all income levels),1970,36.40058725
Least developed countries: UN classification,1970,47.05250512
Low income,1970,46.31834171
Liechtenstein,1970,46.31834171
Sri Lanka,1970,30.9418
Lower middle income,1970,37.48662312
Low & middle income,1970,38.19168322
Lesotho,1970,42.739
Lithuania,1970,17.04
Luxembourg,1970,13.0
Latvia,1970,14.3
"Macao SAR, China",1970,19.631
Morocco,1970,47.222
Monaco,1970,47.222
Moldova,1970,18.385
Madagascar,1970,48.129
Maldives,1970,39.939
Middle East & North Africa (all income levels),1970,44.0635809
Mexico,1970,43.424
Marshall Islands,1970,43.424
Middle income,1970,37.08879637
"Macedonia, FYR",1970,24.059
Mali,1970,47.709
Malta,1970,16.3
Myanmar,1970,39.655
Middle East & North Africa (developing only),1970,44.35568658
Montenegro,1970,10.452
Mongolia,1970,42.0
Northern Mariana Islands,1970,42.0
Mozambique,1970,47.576
Mauritania,1970,47.195
Mauritius,1970,27.5
Malawi,1970,56.279
Malaysia,1970,36.62
Mayotte,1970,47.831
North America,1970,18.30628713
Namibia,1970,43.379
New Caledonia,1970,35.0
Niger,1970,57.353
Nigeria,1970,47.368
Nicaragua,1970,46.213
Netherlands,1970,18.3
High income: nonOECD,1970,27.33837347
Norway,1970,16.6
Nepal,1970,43.638
New Zealand,1970,22.1
High income: OECD,1970,17.86512895
OECD members,1970,20.30365219
Oman,1970,49.852
Pakistan,1970,43.397
Panama,1970,37.49
Peru,1970,42.046
Philippines,1970,40.338
Palau,1970,40.338
Papua New Guinea,1970,41.788
Poland,1970,16.8
Puerto Rico,1970,24.8
"Korea, Dem. Rep.",1970,34.621
Portugal,1970,20.0
Paraguay,1970,37.356
French Polynesia,1970,40.321
Qatar,1970,33.968
Russian Federation,1970,33.968
Rwanda,1970,52.563
South Asia,1970,41.91851208
Saudi Arabia,1970,47.934
Sudan,1970,46.119
Senegal,1970,50.901
Singapore,1970,23.0
Solomon Islands,1970,45.699
Sierra Leone,1970,46.361
El Salvador,1970,43.115
San Marino,1970,43.115
Somalia,1970,50.545
Serbia,1970,50.545
Sub-Saharan Africa (developing only),1970,47.22209852
Sub-Saharan Africa (all income levels),1970,47.2139541
Sao Tome and Principe,1970,46.802
Suriname,1970,37.35
Slovak Republic,1970,18.72
Slovenia,1970,15.9
Sweden,1970,13.7
Swaziland,1970,49.295
Seychelles,1970,49.295
Syrian Arab Republic,1970,47.098
Turks and Caicos Islands,1970,47.098
Chad,1970,46.354
Togo,1970,48.433
Thailand,1970,37.025
Tajikistan,1970,39.694
Turkmenistan,1970,37.18
Tonga,1970,36.863
Trinidad and Tobago,1970,27.084
Tunisia,1970,38.98
Turkey,1970,38.905
Tuvalu,1970,38.905
Tanzania,1970,48.353
Uganda,1970,48.735
Ukraine,1970,15.3
Upper middle income,1970,35.23934259
Uruguay,1970,19.5
United States,1970,18.4
Uzbekistan,1970,36.536
St. Vincent and the Grenadines,1970,40.38
"Venezuela, RB",1970,37.1
Virgin Islands (U.S.),1970,37.1
Vietnam,1970,40.601
Vanuatu,1970,43.248
World,1970,33.50885738
Samoa,1970,39.414
"Yemen, Rep.",1970,55.951
South Africa,1970,37.837
Zambia,1970,48.974
Zimbabwe,1970,47.5
Aruba,1971,23.058
Afghanistan,1971,51.691
Angola,1971,52.137
Albania,1971,32.279
Netherlands Antilles,1971,20.605
Arab World,1971,20.605
United Arab Emirates,1971,34.535
Argentina,1971,22.922
Armenia,1971,22.335
American Samoa,1971,22.335
Antigua and Barbuda,1971,22.335
Australia,1971,21.4
Austria,1971,14.6
Azerbaijan,1971,27.671
Burundi,1971,43.994
Belgium,1971,14.6
Benin,1971,46.321
Burkina Faso,1971,47.22
Bangladesh,1971,47.102
Bulgaria,1971,15.9
Bahrain,1971,38.183
"Bahamas, The",1971,29.973
Bosnia and Herzegovina,1971,22.147
Belarus,1971,22.147
Belize,1971,40.17
Bermuda,1971,40.17
Bolivia,1971,45.425
Brazil,1971,34.441
Barbados,1971,21.487
Brunei Darussalam,1971,35.498
Bhutan,1971,46.686
Botswana,1971,45.65
Central African Republic,1971,42.96
Canada,1971,16.8
Switzerland,1971,15.2
Channel Islands,1971,13.746
Chile,1971,28.303
China,1971,30.65
Cote d'Ivoire,1971,52.437
Cameroon,1971,45.043
"Congo, Rep.",1971,43.085
Colombia,1971,36.431
Comoros,1971,46.632
Cape Verde,1971,39.609
Costa Rica,1971,31.751
Cuba,1971,28.167
Cayman Islands,1971,28.167
Cyprus,1971,18.586
Czech Republic,1971,18.586
Germany,1971,18.586
Djibouti,1971,48.595
Dominica,1971,48.595
Denmark,1971,15.2
Dominican Republic,1971,41.016
Algeria,1971,48.351
East Asia & Pacific (developing only),1971,48.351
East Asia & Pacific (all income levels),1971,48.351
Europe & Central Asia (developing only),1971,48.351
Europe & Central Asia (all income levels),1971,48.351
Ecuador,1971,41.34
"Egypt, Arab Rep.",1971,39.985
Euro area,1971,39.985
Eritrea,1971,46.56
Spain,1971,19.6
Estonia,1971,19.6
Ethiopia,1971,47.083
European Union,1971,47.083
Finland,1971,13.2
Fiji,1971,33.401
France,1971,17.2
Faeroe Islands,1971,17.2
"Micronesia, Fed. Sts.",1971,40.583
Gabon,1971,34.447
United Kingdom,1971,16.1
Georgia,1971,18.631
Ghana,1971,46.773
Gibraltar,1971,46.773
Guinea,1971,48.751
"Gambia, The",1971,48.539
Guinea-Bissau,1971,49.35
Equatorial Guinea,1971,38.056
Greece,1971,16.0
Grenada,1971,28.108
Greenland,1971,28.108
Guatemala,1971,44.153
Guam,1971,31.5
Guyana,1971,36.902
High income,1971,36.902
"Hong Kong SAR, China",1971,19.7
Honduras,1971,46.724
Heavily indebted poor countries (HIPC),1971,46.724
Croatia,1971,46.724
Haiti,1971,38.699
Hungary,1971,14.5
Indonesia,1971,40.147
India,1971,40.147
Ireland,1971,22.7
"Iran, Islamic Rep.",1971,43.056
Iraq,1971,44.652
Iceland,1971,20.8
Israel,1971,28.0
Italy,1971,16.8
Jamaica,1971,16.8
Jordan,1971,51.033
Japan,1971,19.1
Kazakhstan,1971,19.1
Kenya,1971,50.762
Kyrgyz Republic,1971,50.762
Cambodia,1971,41.105
Kiribati,1971,41.105
St. Kitts and Nevis,1971,41.105
"Korea, Rep.",1971,31.2
Kosovo,1971,31.2
Kuwait,1971,46.712
Latin America & Caribbean (developing only),1971,46.712
Lao PDR,1971,42.895
Lebanon,1971,32.436
Liberia,1971,46.018
Libya,1971,49.286
St. Lucia,1971,49.286
Latin America & Caribbean (all income levels),1971,49.286
Least developed countries: UN classification,1971,49.286
Low income,1971,49.286
Liechtenstein,1971,49.286
Sri Lanka,1971,49.286
Lower middle income,1971,49.286
Low & middle income,1971,49.286
Lesotho,1971,42.785
Lithuania,1971,42.785
Luxembourg,1971,12.9
Latvia,1971,12.9
"Macao SAR, China",1971,19.396
Morocco,1971,46.566
Monaco,1971,46.566
Moldova,1971,18.287
Madagascar,1971,48.209
Maldives,1971,40.131
Middle East & North Africa (all income levels),1971,40.131
Mexico,1971,43.056
Marshall Islands,1971,43.056
Middle income,1971,43.056
"Macedonia, FYR",1971,23.444
Mali,1971,47.431
Malta,1971,17.1
Myanmar,1971,39.424
Middle East & North Africa (developing only),1971,39.424
Montenegro,1971,10.196
Mongolia,1971,41.78
Northern Mariana Islands,1971,41.78
Mozambique,1971,47.446
Mauritania,1971,46.869
Mauritius,1971,26.1
Malawi,1971,56.499
Malaysia,1971,35.732
Mayotte,1971,48.078
North America,1971,48.078
Namibia,1971,43.721
New Caledonia,1971,43.721
Niger,1971,57.19
Nigeria,1971,47.57
Nicaragua,1971,46.218
Netherlands,1971,17.2
High income: nonOECD,1971,17.2
Norway,1971,16.8
Nepal,1971,43.503
New Zealand,1971,22.6
High income: OECD,1971,22.6
OECD members,1971,22.6
Oman,1971,49.736
Pakistan,1971,43.56
Panama,1971,36.747
Peru,1971,41.455
Philippines,1971,39.92
Palau,1971,39.92
Papua New Guinea,1971,41.725
Poland,1971,17.2
Puerto Rico,1971,25.6
"Korea, Dem. Rep.",1971,33.011
Portugal,1971,21.0
Paraguay,1971,36.675
French Polynesia,1971,38.817
Qatar,1971,32.914
Russian Federation,1971,32.914
Rwanda,1971,52.56
South Asia,1971,52.56
Saudi Arabia,1971,47.842
Sudan,1971,46.053
Senegal,1971,50.829
Singapore,1971,22.7
Solomon Islands,1971,46.274
Sierra Leone,1971,46.284
El Salvador,1971,42.631
San Marino,1971,42.631
Somalia,1971,50.542
Serbia,1971,50.542
Sub-Saharan Africa (developing only),1971,50.542
Sub-Saharan Africa (all income levels),1971,50.542
Sao Tome and Principe,1971,45.726
Suriname,1971,36.197
Slovak Republic,1971,36.197
Slovenia,1971,16.3
Sweden,1971,14.1
Swaziland,1971,49.34
Seychelles,1971,49.34
Syrian Arab Republic,1971,47.016
Turks and Caicos Islands,1971,47.016
Chad,1971,46.671
Togo,1971,48.521
Thailand,1971,35.918
Tajikistan,1971,39.452
Turkmenistan,1971,36.973
Tonga,1971,35.616
Trinidad and Tobago,1971,26.849
Tunisia,1971,26.849
Turkey,1971,38.32
Tuvalu,1971,38.32
Tanzania,1971,48.21
Uganda,1971,48.661
Ukraine,1971,48.661
Upper middle income,1971,48.661
Uruguay,1971,19.9
United States,1971,17.2
Uzbekistan,1971,17.2
St. Vincent and the Grenadines,1971,39.502
"Venezuela, RB",1971,39.502
Virgin Islands (U.S.),1971,39.502
Vietnam,1971,39.905
Vanuatu,1971,42.907
World,1971,42.907
Samoa,1971,38.599
"Yemen, Rep.",1971,56.119
South Africa,1971,37.709
Zambia,1971,48.821
Zimbabwe,1971,47.551
Aruba,1972,22.627
Afghanistan,1972,51.548
Angola,1972,51.967
Albania,1972,31.63
Netherlands Antilles,1972,20.484
Arab World,1972,20.484
United Arab Emirates,1972,33.562
Argentina,1972,23.262
Armenia,1972,22.115
American Samoa,1972,22.115
Antigua and Barbuda,1972,21.0
Australia,1972,20.1
Austria,1972,13.9
Azerbaijan,1972,26.663
Burundi,1972,43.939
Belgium,1972,14.0
Benin,1972,46.359
Burkina Faso,1972,47.28
Bangladesh,1972,47.143
Bulgaria,1972,15.3
Bahrain,1972,36.976
"Bahamas, The",1972,29.447
Bosnia and Herzegovina,1972,21.542
Belarus,1972,16.7
Belize,1972,40.227
Bermuda,1972,40.227
Bolivia,1972,45.129
Brazil,1972,33.968
Barbados,1972,20.874
Brunei Darussalam,1972,34.982
Bhutan,1972,46.505
Botswana,1972,45.557
Central African Republic,1972,42.805
Canada,1972,15.9
Switzerland,1972,14.3
Channel Islands,1972,13.189
Chile,1972,27.44
China,1972,29.77
Cote d'Ivoire,1972,52.216
Cameroon,1972,45.133
"Congo, Rep.",1972,43.046
Colombia,1972,35.423
Comoros,1972,46.724
Cape Verde,1972,38.777
Costa Rica,1972,30.955
Cuba,1972,26.742
Cayman Islands,1972,26.742
Cyprus,1972,18.223
Czech Republic,1972,17.0
Germany,1972,11.68124855
Djibouti,1972,48.037
Dominica,1972,37.0
Denmark,1972,15.1
Dominican Republic,1972,39.982
Algeria,1972,48.105
East Asia & Pacific (developing only),1972,48.105
East Asia & Pacific (all income levels),1972,48.105
Europe & Central Asia (developing only),1972,48.105
Europe & Central Asia (all income levels),1972,48.105
Ecuador,1972,40.888
"Egypt, Arab Rep.",1972,39.707
Euro area,1972,39.707
Eritrea,1972,46.299
